"name","value"
"Qid","guest2"
"Question","Nimmst du dir die Zeit Cookies auf Webseiten zu blockieren?"
"Quotayes","0.0"
"Outlier","1"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_6","0"
"track_14","0"
"track_18","0"
"track_19","0"
"track_20","0"
"track_24","0"
"track_26","0"
"track_30","0"
