"name","value"
"Qid","guest3"
"Question","Wird die Schule zukünftig 100% papierlos sein?"
"Quotayes","50.0"
"Outlier","1"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","0"
"track_5","0"
"track_6","0"
"track_7","1"
"track_8","1"
"track_9","1"
