"name","value"
"Qid","guest3"
"Question","Wird die Schule zukünftig 100% papierlos sein?"
"Quotayes","7.7"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","0"
"track_6","0"
"track_15","0"
"track_17","0"
"track_18","0"
"track_19","0"
"track_20","0"
"track_21","0"
"track_22","0"
"track_23","0"
"track_24","1"
"track_26","0"
"track_27","0"
