"name","value"
"Qid","guest3"
"Question","Wird die Schule zukünftig 100% papierlos sein?"
"Quotayes","62.5"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_2","0"
"track_3","1"
"track_4","0"
"track_5","1"
"track_6","1"
"track_7","1"
"track_8","1"
"track_9","0"
