"name","value"
"Qid","guest5"
"Question","Haben wir die Möglichkeit unsere Daten besser zu sichern?"
"Quotayes","50.0"
"Outlier","1"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_2","1"
"track_3","0"
"track_4","0"
"track_5","1"
