"name","value"
"Qid","guest10"
"Question","Sollte Digitalisierung Unterrichtsfach in der Schule werden?"
"Quotayes","33.299999"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","1"
"track_5","0"
"track_6","0"
