"name","value"
"Qid","guest4"
"Question","Hast du schon mal ein Fake Profil erstellt?"
"Quotayes","50.0"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_2","1"
"track_3","1"
"track_4","0"
"track_5","0"
