"name","value"
"Qid","guest10"
"Question","Sollte Digitalisierung Unterrichtsfach in der Schule werden?"
"Quotayes","0.0"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","0"
"track_10","0"
"track_11","0"
"track_13","0"
