"name","value"
"Qid","guest3"
"Question","Wird die Schule zukünftig 100% papierlos sein?"
"Quotayes","0.0"
"Outlier","0"
"Outlierbounds1","20.0"
"Outlierbounds2","80.0"
,
"Trackid","Answer"
"track_5","0"
