"name","value"
"Qid","guest2"
"Question","Nimmst du dir die Zeit Cookies auf Webseiten zu blockieren?"
"Quotayes","100.0"
"Outlier","1"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","1"
"track_5","1"
"track_6","1"
"track_7","1"
"track_8","1"
"track_9","1"
