"name","value"
"Qid","guest3"
"Question","Wird die Schule zukünftig 100% papierlos sein?"
"Quotayes","0.0"
"Weights1","0"
"Weights2","0"
"Outlier","0"
,
"Trackid","Answer"
"track_1","0"
"track_2","0"
"track_3","0"
"track_4","0"
"track_5","0"
"track_6","0"
"track_7","0"
