"name","value"
"Qid","guest2"
"Question","Nimmst du dir die Zeit Cookies auf Webseiten zu blockieren?"
"Quotayes","25.0"
"Outlier","0"
"Outlierbounds1","40.0"
"Outlierbounds2","60.0"
,
"Trackid","Answer"
"track_4","0"
"track_6","0"
"track_9","0"
"track_15","1"
"track_17","0"
"track_18","1"
"track_19","1"
"track_20","0"
"track_21","0"
"track_22","0"
"track_26","0"
"track_27","0"
