quater_1_1	quater_1_2	quater_1_3	quater_1_4	quater_2_1	quater_2_2	quater_2_3	quater_2_4	quater_3_1	quater_3_2	quater_3_3	quater_3_4	quater_4_1	quater_4_2	quater_4_3	quater_4_4	quater_5_1	quater_5_2	quater_5_3	quater_5_4	quater_6_1	quater_6_2	quater_6_3	quater_6_4	angle_1_x	angle_1_y	angle_1_z	angle_2_x	angle_2_y	angle_2_z	angle_3_x	angle_3_y	angle_3_z	angle_4_x	angle_4_y	angle_4_z	angle_5_x	angle_5_y	angle_5_z	angle_6_x	angle_6_y	angle_6_z	acc_1_x	acc_1_y	acc_1_z	acc_2_x	acc_2_y	acc_2_z	acc_3_x	acc_3_y	acc_3_z	acc_4_x	acc_4_y	acc_4_z	acc_5_x	acc_5_y	acc_5_z	acc_6_x	acc_6_y	acc_6_z	tx	ty	nx	ny	orientation_x	orientation_y	speed	sound_1	sound_2	sound_3	sound_4	sound_5	sound_6	sound_7	sound_8
0.7740123	0.03808994	-0.4566429	-0.4369569	0.6686436	-0.5750821	0.4712109	-0.01251553	-0.01460068	-0.4396561	0.1054034	0.8918405	-0.2778123	0.1085599	-0.07911462	-0.9511971	-0.3920331	0.7216533	0.1973573	0.5353286	0.1492643	-0.03463017	0.3101157	0.9382693	0.2061441	0.382372	0.3865947	0.1254427	0.6055733	0.7643499	0.4695509	0.6426778	0.4408492	0.5885605	0.5402945	0.4781241	0.05870582	0.3110258	0.7947021	0.5421733	0.5251819	0.3947257	0.2394986	0.5823127	0.2012668	0.09114923	0.4309116	0.5568814	0.4996609	0.5005934	0.4992794	0.4949985	0.4998305	0.5040267	0.5074174	0.5072479	0.4988556	0.4991099	0.5041114	0.502967	0	0.3173835	0.2000014	0.181	0	0.77	0	0
0.7875967	0.02613549	-0.4705887	-0.3969315	0.6694379	-0.5922765	0.4478213	0.02274925	-0.01517709	-0.4397244	0.1057747	0.8917533	-0.276196	0.1074824	-0.08386072	-0.9513835	-0.3905963	0.7216012	0.1975134	0.5363903	0.1473512	-0.03639714	0.3095321	0.9386973	0.1932668	0.3719515	0.390931	0.1108501	0.6077616	0.7639989	0.4692015	0.6426554	0.4405484	0.5878311	0.5403531	0.4764695	0.05871129	0.3105855	0.7950607	0.5414332	0.5255024	0.39493	0.2218238	0.5309838	0.1682061	0.0774587	0.4785953	0.5777351	0.5	0.5011868	0.4998728	0.4955919	0.5002543	0.5038571	0.5065274	0.5095367	0.4986013	0.4989403	0.5076294	0.5054253	0	0.3670375	0.2004611	0.181	0	0.77	0	0
0.8007845	0.008705936	-0.483865	-0.3529066	0.6664302	-0.6077183	0.4271261	0.06412882	-0.01592518	-0.4402927	0.1060964	0.8914215	-0.2785452	0.1039145	-0.08999747	-0.950534	-0.3897264	0.7216993	0.1972681	0.5369812	0.146514	-0.04129568	0.3107091	0.9382368	0.1771323	0.3604275	0.3991686	0.09631725	0.6120393	0.7646521	0.4687178	0.6427964	0.4401698	0.58839	0.5398349	0.4743336	0.0588147	0.310404	0.7952557	0.5406898	0.5269521	0.3946504	0.1974521	0.5189887	0.1474796	0.07283868	0.4132792	0.5939263	0.4998728	0.501102	0.4998305	0.4958038	0.5004238	0.504069	0.5051711	0.5074174	0.5004662	0.5005934	0.5086467	0.5068241	0	0.4181483	0.2017419	0.181	0	0.77	0	0
0.8096886	-0.009937595	-0.499968	-0.3071443	0.6665331	-0.6214558	0.3987774	0.1024837	-0.01561765	-0.4399278	0.1028267	0.8919901	-0.2787425	0.1067431	-0.09614541	-0.9495602	-0.3889094	0.7213123	0.1973012	0.5380801	0.1459563	-0.03943951	0.3108331	0.9383625	0.1595246	0.3481646	0.4090589	0.07919685	0.6145048	0.7621599	0.4696228	0.6428007	0.441783	0.5882342	0.5412546	0.4726506	0.05922072	0.3100278	0.7950814	0.5406851	0.5263414	0.3945458	0.1849908	0.5506507	0.1385786	0.06932068	0.4743991	0.617196	0.4995762	0.5011444	0.4995762	0.4956343	0.5001695	0.5039418	0.5049591	0.5118679	0.5031789	0.5013564	0.5085195	0.5069936	0	0.4701559	0.2038401	0.181	0	0.77	0	0
0.8166665	-0.0240181	-0.5176619	-0.2539786	0.6678919	-0.6321809	0.3660095	0.1424948	-0.01674479	-0.4406527	0.1011325	0.8918055	-0.2852869	0.1019481	-0.09687047	-0.9480686	-0.3893062	0.7208561	0.1971197	0.5384711	0.149593	-0.04402762	0.3113885	0.937401	0.1370338	0.3359419	0.4213204	0.05973244	0.6166546	0.7573895	0.4693915	0.6430448	0.4422313	0.5904253	0.5399818	0.4722911	0.05980318	0.3099898	0.794448	0.5413731	0.5281104	0.3945694	0.176768	0.5411564	0.1232351	0.0619456	0.5089858	0.6344469	0.4992371	0.5010597	0.4992371	0.4956767	0.5001695	0.5038147	0.5015683	0.5087738	0.5054677	0.504069	0.5091129	0.5043657	0	0.5486011	0.208507	0.181	0	0.77	0	0
0.8234394	-0.04102963	-0.5293222	-0.2002054	0.6663229	-0.6404648	0.3343067	0.1845469	-0.01774403	-0.4407207	0.09969097	0.8919148	-0.2995576	0.106418	-0.08340295	-0.9444492	-0.3891512	0.7204164	0.1963442	0.5394539	0.1505709	-0.03988133	0.3105581	0.9377055	0.107037	0.3259925	0.4421082	0.04008662	0.6194239	0.7525329	0.4692494	0.6430619	0.4426726	0.5957946	0.5403765	0.4775284	0.0608042	0.3098695	0.7936927	0.5420822	0.5269164	0.3947582	0.1618907	0.5260671	0.1026357	0.05194261	0.4773661	0.6443227	0.4991947	0.5017378	0.4991099	0.4956343	0.5006782	0.5038147	0.5076294	0.5073751	0.5036452	0.5065697	0.5047896	0.5025855	0	0.6003516	0.212619	0.181	0	0.77	0	0
0.8246419	-0.06003526	-0.5428485	-0.1472309	0.6632812	-0.6456297	0.303567	0.225981	-0.0183935	-0.441306	0.1002788	0.8915463	-0.2987398	0.1123163	-0.06875326	-0.945205	-0.3885625	0.7203552	0.1956005	0.5402296	0.1552363	-0.03391564	0.3091343	0.9376499	0.07170067	0.316884	0.4691524	0.02045263	0.6221873	0.7469501	0.4687491	0.6432071	0.4421901	0.5961084	0.5407748	0.482622	0.06140904	0.3097644	0.7934337	0.5441159	0.525507	0.395166	0.1436649	0.5263638	0.09343804	0.04020182	0.4660916	0.6641167	0.4991947	0.5019921	0.4989403	0.4946594	0.5002543	0.5036876	0.5114017	0.5108507	0.5009749	0.5037299	0.5031365	0.503518	0	0.6510026	0.2175187	0.181	0	0.77	0	0
0.8164206	-0.06799071	-0.5662606	-0.0904628	0.6611698	-0.6485279	0.2657693	0.2676432	-0.01871261	-0.4414027	0.1005974	0.8914559	-0.2912422	0.1147215	-0.05514429	-0.9481435	-0.3874779	0.7202772	0.1953233	0.541212	0.1477169	-0.03765076	0.3099987	0.9384364	0.03241849	0.306834	0.4968732	0.9979541	0.6230934	0.7390667	0.4685219	0.6432114	0.4419631	0.5940763	0.5401604	0.4867667	0.06172994	0.3094634	0.793483	0.5414184	0.5259375	0.3948171	0.1514638	0.6299117	0.1047974	0.03227573	0.4810961	0.68514	0.4993642	0.5021617	0.4991947	0.4949561	0.4999152	0.5039418	0.5111898	0.5114865	0.4992794	0.4996185	0.5061035	0.5058916	0	0.7237085	0.2263151	0.181	0	0.77	0	0
0.8104895	-0.07691029	-0.5794666	-0.03755159	0.6560481	-0.6485854	0.2328773	0.3077435	-0.01946818	-0.4412296	0.1010586	0.8914733	-0.2708767	0.1128332	-0.06455249	-0.9537963	-0.3866714	0.7204244	0.1953479	0.5415839	0.1541201	-0.03821694	0.3087485	0.9377957	0.9862199	0.302992	0.5329059	0.9771045	0.6244711	0.7316989	0.4681031	0.6430928	0.4416121	0.5867831	0.5402501	0.4827715	0.06159168	0.3092892	0.7938337	0.5433865	0.5266795	0.395401	0.1435801	0.6169841	0.1047974	0.02117072	0.4654134	0.6908196	0.4992371	0.5030094	0.4993642	0.4951681	0.500212	0.503518	0.5080109	0.5089858	0.498686	0.5015683	0.5100453	0.505383	0	0.7692242	0.2331206	0.181	0	0.77	0	0
0.7990218	-0.08573052	-0.5950359	0.01211251	0.6476533	-0.6460599	0.1975741	0.3523012	-0.02014853	-0.4419362	0.1013666	0.8910731	-0.2818636	0.1132681	-0.06340215	-0.9506332	-0.3859314	0.7210692	0.1949341	0.5414028	0.1543691	-0.04639919	0.3100125	0.9369683	0.9372165	0.3011411	0.5725496	0.9538431	0.6259091	0.7231945	0.4676321	0.6432863	0.4412341	0.5905604	0.5403952	0.4836454	0.06123246	0.3093641	0.7944773	0.5426806	0.5292357	0.3952174	0.1452755	0.6144409	0.1136559	0.01197306	0.4198066	0.6929389	0.4996609	0.5039418	0.499449	0.4947018	0.4998305	0.5033908	0.5097911	0.5038147	0.4973297	0.4981774	0.5131819	0.5042385	0	0.8117903	0.2406576	0.181	0	0.77	0	0
